application,csha,commit link_x,excluded,Commit ID,total_files,deleted_files,testing,maintenance,build,commit message,Bug fix,Documentation,Clean up,check,Source Control,Feature Add,Merge,Refactoring,Token Replace,Tagger ID,commit link
apache-commons-csv,562b277bee032eb21ab578a6093317ee4ba21bcf,https://github.com/apache/commons-csv/commit/562b277bee032eb21ab578a6093317ee4ba21bcf,0,apache-commons-csv_562b277bee032eb21ab578a6093317ee4ba21bcf.json,1,0,0,0,0,line long,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/562b277bee032eb21ab578a6093317ee4ba21bcf
apache-commons-csv,883780bcf69e7842b781632c98ac32caf824aa16,https://github.com/apache/commons-csv/commit/883780bcf69e7842b781632c98ac32caf824aa16,0,apache-commons-csv_883780bcf69e7842b781632c98ac32caf824aa16.json,1,0,0,0,0,fix,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/883780bcf69e7842b781632c98ac32caf824aa16
apache-commons-csv,4bc562f47b46372a5ac11498fe5312846dedded4,https://github.com/apache/commons-csv/commit/4bc562f47b46372a5ac11498fe5312846dedded4,0,apache-commons-csv_4bc562f47b46372a5ac11498fe5312846dedded4.json,12,0,1,1,0,organ import,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/4bc562f47b46372a5ac11498fe5312846dedded4
apache-commons-csv,75bd702468ed3019f5ac0d66b4db02b0d20d7163,https://github.com/apache/commons-csv/commit/75bd702468ed3019f5ac0d66b4db02b0d20d7163,0,apache-commons-csv_75bd702468ed3019f5ac0d66b4db02b0d20d7163.json,1,0,0,1,0,definit difficult read maintain,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/75bd702468ed3019f5ac0d66b4db02b0d20d7163
apache-commons-csv,a84668e0eafc96b88fe133cf4225a586986a5255,https://github.com/apache/commons-csv/commit/a84668e0eafc96b88fe133cf4225a586986a5255,0,apache-commons-csv_a84668e0eafc96b88fe133cf4225a586986a5255.json,1,0,0,0,0,revert,0,0,0,c,1,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/a84668e0eafc96b88fe133cf4225a586986a5255
apache-commons-csv,316a51f5208bc95f22124d1579882131a4f441b2,https://github.com/apache/commons-csv/commit/316a51f5208bc95f22124d1579882131a4f441b2,0,apache-commons-csv_316a51f5208bc95f22124d1579882131a4f441b2.json,6,0,1,1,0,add real world file add record get column valu use throw better except resourc found class loader parser replac tab space,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-csv/commit/316a51f5208bc95f22124d1579882131a4f441b2
apache-commons-csv,ee7335a2fc5a95dabc73d779699a973a5b828213,https://github.com/apache/commons-csv/commit/ee7335a2fc5a95dabc73d779699a973a5b828213,0,apache-commons-csv_ee7335a2fc5a95dabc73d779699a973a5b828213.json,1,0,0,0,0,revert builder implement,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/ee7335a2fc5a95dabc73d779699a973a5b828213
apache-commons-csv,37a261b385257f3988f22c4b602aa569a68bfddd,https://github.com/apache/commons-csv/commit/37a261b385257f3988f22c4b602aa569a68bfddd,0,apache-commons-csv_37a261b385257f3988f22c4b602aa569a68bfddd.json,1,0,0,1,0,add basic method,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/37a261b385257f3988f22c4b602aa569a68bfddd
apache-commons-csv,f342cb2caf9ab9d9d74625a5244b29cfce181e67,https://github.com/apache/commons-csv/commit/f342cb2caf9ab9d9d74625a5244b29cfce181e67,0,apache-commons-csv_f342cb2caf9ab9d9d74625a5244b29cfce181e67.json,1,0,0,1,0,valid check delimit charact cannot null,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/f342cb2caf9ab9d9d74625a5244b29cfce181e67
apache-commons-csv,9daee9042c931382219ba268c2ed79e8c6a740da,https://github.com/apache/commons-csv/commit/9daee9042c931382219ba268c2ed79e8c6a740da,0,apache-commons-csv_9daee9042c931382219ba268c2ed79e8c6a740da.json,12,0,1,1,0,use,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/9daee9042c931382219ba268c2ed79e8c6a740da
apache-commons-csv,f8b80e83417c3c7eeed1282118f64fa0e85c4787,https://github.com/apache/commons-csv/commit/f8b80e83417c3c7eeed1282118f64fa0e85c4787,0,apache-commons-csv_f8b80e83417c3c7eeed1282118f64fa0e85c4787.json,4,0,1,1,0,n,1,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/f8b80e83417c3c7eeed1282118f64fa0e85c4787
apache-commons-csv,9a27bb570df37e5e64282e66b9bae9540222f655,https://github.com/apache/commons-csv/commit/9a27bb570df37e5e64282e66b9bae9540222f655,0,apache-commons-csv_9a27bb570df37e5e64282e66b9bae9540222f655.json,1,0,0,1,0,magic string constant,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/9a27bb570df37e5e64282e66b9bae9540222f655
apache-commons-csv,aeef773ed680701ead67c6a35016d35cb3edd72a,https://github.com/apache/commons-csv/commit/aeef773ed680701ead67c6a35016d35cb3edd72a,0,apache-commons-csv_aeef773ed680701ead67c6a35016d35cb3edd72a.json,1,0,0,1,0,calcul boolean prepar,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/aeef773ed680701ead67c6a35016d35cb3edd72a
apache-commons-csv,512e446d284354e4945e03399843ac4426a2bcc5,https://github.com/apache/commons-csv/commit/512e446d284354e4945e03399843ac4426a2bcc5,0,apache-commons-csv_512e446d284354e4945e03399843ac4426a2bcc5.json,2,0,1,1,0,add code test,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/512e446d284354e4945e03399843ac4426a2bcc5
apache-commons-csv,9b37b1eb1f53e107c83e60232ec39d6174591f24,https://github.com/apache/commons-csv/commit/9b37b1eb1f53e107c83e60232ec39d6174591f24,0,apache-commons-csv_9b37b1eb1f53e107c83e60232ec39d6174591f24.json,2,0,0,0,0,add conveni,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-csv/commit/9b37b1eb1f53e107c83e60232ec39d6174591f24
apache-commons-csv,190390bf5dd83d6137ca3045902fcecbeafa3227,https://github.com/apache/commons-csv/commit/190390bf5dd83d6137ca3045902fcecbeafa3227,0,apache-commons-csv_190390bf5dd83d6137ca3045902fcecbeafa3227.json,3,0,1,1,0,negat numer valu first column alway quot minim mode,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/190390bf5dd83d6137ca3045902fcecbeafa3227
apache-commons-csv,f7d7d63ee14e8040dad6f2ae7893daad25c2ee55,https://github.com/apache/commons-csv/commit/f7d7d63ee14e8040dad6f2ae7893daad25c2ee55,0,apache-commons-csv_f7d7d63ee14e8040dad6f2ae7893daad25c2ee55.json,1,0,0,0,0,fix last error,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-csv/commit/f7d7d63ee14e8040dad6f2ae7893daad25c2ee55
apache-commons-dbcp,be4339902db371f09a33c940ffb1da29376f21f9,https://github.com/apache/commons-dbcp/commit/be4339902db371f09a33c940ffb1da29376f21f9,0,apache-commons-dbcp_be4339902db371f09a33c940ffb1da29376f21f9.json,2,0,0,0,0,reduc warn use,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/be4339902db371f09a33c940ffb1da29376f21f9
apache-commons-dbcp,47a8a1e852f69dd4f929bf7bbda1dfa8e8717519,https://github.com/apache/commons-dbcp/commit/47a8a1e852f69dd4f929bf7bbda1dfa8e8717519,0,apache-commons-dbcp_47a8a1e852f69dd4f929bf7bbda1dfa8e8717519.json,2,0,0,0,0,refer instead old v artifact id,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/47a8a1e852f69dd4f929bf7bbda1dfa8e8717519
apache-commons-dbcp,61f3c34202a5c50d6cab9cfd4c3e4f06673598ea,https://github.com/apache/commons-dbcp/commit/61f3c34202a5c50d6cab9cfd4c3e4f06673598ea,0,apache-commons-dbcp_61f3c34202a5c50d6cab9cfd4c3e4f06673598ea.json,7,0,1,0,1,tab polic,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/61f3c34202a5c50d6cab9cfd4c3e4f06673598ea
apache-commons-dbcp,291e5415eb1c96d542cef3286782a0874f7e58f6,https://github.com/apache/commons-dbcp/commit/291e5415eb1c96d542cef3286782a0874f7e58f6,0,apache-commons-dbcp_291e5415eb1c96d542cef3286782a0874f7e58f6.json,1,0,0,1,0,redund specif type argument,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/291e5415eb1c96d542cef3286782a0874f7e58f6
apache-commons-dbcp,80e76d9108d448640acf94e1cbef6db342270f25,https://github.com/apache/commons-dbcp/commit/80e76d9108d448640acf94e1cbef6db342270f25,0,apache-commons-dbcp_80e76d9108d448640acf94e1cbef6db342270f25.json,7,0,0,1,0,fix,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/80e76d9108d448640acf94e1cbef6db342270f25
apache-commons-dbcp,c9bec5ce66db09420d2dd1191a6dcaca844b5087,https://github.com/apache/commons-dbcp/commit/c9bec5ce66db09420d2dd1191a6dcaca844b5087,0,apache-commons-dbcp_c9bec5ce66db09420d2dd1191a6dcaca844b5087.json,1,0,0,0,0,typo,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/c9bec5ce66db09420d2dd1191a6dcaca844b5087
apache-commons-dbcp,ad3bd7f078c90225164df3c6e1cefdb79756bd0e,https://github.com/apache/commons-dbcp/commit/ad3bd7f078c90225164df3c6e1cefdb79756bd0e,0,apache-commons-dbcp_ad3bd7f078c90225164df3c6e1cefdb79756bd0e.json,1,0,0,1,0,access constant direct,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/ad3bd7f078c90225164df3c6e1cefdb79756bd0e
apache-commons-dbcp,1416718949a9c79b859677eb0c8da7eb399e43e2,https://github.com/apache/commons-dbcp/commit/1416718949a9c79b859677eb0c8da7eb399e43e2,0,apache-commons-dbcp_1416718949a9c79b859677eb0c8da7eb399e43e2.json,1,0,0,0,0,use activ voic,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/1416718949a9c79b859677eb0c8da7eb399e43e2
apache-commons-dbcp,52c2b20ae9f59208612198001c48140d6dcc20ed,https://github.com/apache/commons-dbcp/commit/52c2b20ae9f59208612198001c48140d6dcc20ed,0,apache-commons-dbcp_52c2b20ae9f59208612198001c48140d6dcc20ed.json,1,0,0,0,0,format,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/52c2b20ae9f59208612198001c48140d6dcc20ed
apache-commons-dbcp,04e444f4be3fe3715b14f5d76759ff362809efef,https://github.com/apache/commons-dbcp/commit/04e444f4be3fe3715b14f5d76759ff362809efef,0,apache-commons-dbcp_04e444f4be3fe3715b14f5d76759ff362809efef.json,5,0,0,0,0,correct document paramet review use phrase throughout document replac negat correct definit use,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/04e444f4be3fe3715b14f5d76759ff362809efef
apache-commons-dbcp,7436a2caceb6d3bdee095dcef4a065b20b58d06b,https://github.com/apache/commons-dbcp/commit/7436a2caceb6d3bdee095dcef4a065b20b58d06b,0,apache-commons-dbcp_7436a2caceb6d3bdee095dcef4a065b20b58d06b.json,1,0,0,1,0,drop needle method call,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/7436a2caceb6d3bdee095dcef4a065b20b58d06b
apache-commons-dbcp,d62104c350876cbe4f78e96bae7a8af45258eb1e,https://github.com/apache/commons-dbcp/commit/d62104c350876cbe4f78e96bae7a8af45258eb1e,0,apache-commons-dbcp_d62104c350876cbe4f78e96bae7a8af45258eb1e.json,1,0,0,1,0,ad miss space error messag,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/d62104c350876cbe4f78e96bae7a8af45258eb1e
apache-commons-dbcp,8efee9f57780aa671f822b926afd8bf1de7b0a20,https://github.com/apache/commons-dbcp/commit/8efee9f57780aa671f822b926afd8bf1de7b0a20,0,apache-commons-dbcp_8efee9f57780aa671f822b926afd8bf1de7b0a20.json,2,0,0,0,0,fix clarifi method,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/8efee9f57780aa671f822b926afd8bf1de7b0a20
apache-commons-dbcp,5abcf9e8e51e9d889e5a55f4160029744afb2517,https://github.com/apache/commons-dbcp/commit/5abcf9e8e51e9d889e5a55f4160029744afb2517,0,apache-commons-dbcp_5abcf9e8e51e9d889e5a55f4160029744afb2517.json,1,0,0,1,0,redund specif type argument,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/5abcf9e8e51e9d889e5a55f4160029744afb2517
apache-commons-dbcp,12d010b54e8c58fd6ce323b00b6259d43d34db33,https://github.com/apache/commons-dbcp/commit/12d010b54e8c58fd6ce323b00b6259d43d34db33,0,apache-commons-dbcp_12d010b54e8c58fd6ce323b00b6259d43d34db33.json,1,0,0,0,0,alway use block,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/12d010b54e8c58fd6ce323b00b6259d43d34db33
apache-commons-dbcp,9d84d1920fbc5ae4b94c6fcd16c5ccc695d01006,https://github.com/apache/commons-dbcp/commit/9d84d1920fbc5ae4b94c6fcd16c5ccc695d01006,0,,,,,,,,,,,,,,,,,jc,
apache-commons-dbcp,861879edc67cdf244d1f7d1ea927f7c1a9399263,https://github.com/apache/commons-dbcp/commit/861879edc67cdf244d1f7d1ea927f7c1a9399263,0,apache-commons-dbcp_861879edc67cdf244d1f7d1ea927f7c1a9399263.json,2,0,0,1,0,fix ensur thread interrupt status visibl caller thread interrupt call,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/861879edc67cdf244d1f7d1ea927f7c1a9399263
apache-commons-dbcp,b6758e102ed880842f5b52eb50d5cf9030bbdbcb,https://github.com/apache/commons-dbcp/commit/b6758e102ed880842f5b52eb50d5cf9030bbdbcb,0,apache-commons-dbcp_b6758e102ed880842f5b52eb50d5cf9030bbdbcb.json,1,0,0,0,0,cleanup pool provid necessari guard,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/b6758e102ed880842f5b52eb50d5cf9030bbdbcb
apache-commons-dbcp,a205012b0ecfc54c5b4524173111aaeb9a14d68a,https://github.com/apache/commons-dbcp/commit/a205012b0ecfc54c5b4524173111aaeb9a14d68a,0,apache-commons-dbcp_a205012b0ecfc54c5b4524173111aaeb9a14d68a.json,1,0,0,0,0,remov unus import,0,0,1,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/a205012b0ecfc54c5b4524173111aaeb9a14d68a
apache-commons-dbcp,c491c2db84c1a62624f110dc177c12433f157f98,https://github.com/apache/commons-dbcp/commit/c491c2db84c1a62624f110dc177c12433f157f98,0,apache-commons-dbcp_c491c2db84c1a62624f110dc177c12433f157f98.json,3,0,1,1,0,fix connect leak thrown enlist transact report patch test case written,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/c491c2db84c1a62624f110dc177c12433f157f98
apache-commons-dbcp,f1d1693bebf758234e28e05c5f6d0a9a5083a87e,https://github.com/apache/commons-dbcp/commit/f1d1693bebf758234e28e05c5f6d0a9a5083a87e,0,apache-commons-dbcp_f1d1693bebf758234e28e05c5f6d0a9a5083a87e.json,1,0,0,1,0,ad miss properti,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/f1d1693bebf758234e28e05c5f6d0a9a5083a87e
apache-commons-dbcp,b1a81b34cad39e79f7404f48e9288afa44fa92e9,https://github.com/apache/commons-dbcp/commit/b1a81b34cad39e79f7404f48e9288afa44fa92e9,0,apache-commons-dbcp_b1a81b34cad39e79f7404f48e9288afa44fa92e9.json,4,0,1,0,0,,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/b1a81b34cad39e79f7404f48e9288afa44fa92e9
apache-commons-dbcp,3f6f7ba9f585052b07f2b6c7a1fa5e5e2b77a67b,https://github.com/apache/commons-dbcp/commit/3f6f7ba9f585052b07f2b6c7a1fa5e5e2b77a67b,0,apache-commons-dbcp_3f6f7ba9f585052b07f2b6c7a1fa5e5e2b77a67b.json,3,0,1,1,0,made fail connect enlist transact result adverti report patch,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/3f6f7ba9f585052b07f2b6c7a1fa5e5e2b77a67b
apache-commons-dbcp,80eb8c48f5edbf4baa62b7e866d877a2ccb5f5e5,https://github.com/apache/commons-dbcp/commit/80eb8c48f5edbf4baa62b7e866d877a2ccb5f5e5,0,apache-commons-dbcp_80eb8c48f5edbf4baa62b7e866d877a2ccb5f5e5.json,1,0,0,0,0,reduc warn,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/80eb8c48f5edbf4baa62b7e866d877a2ccb5f5e5
apache-commons-dbcp,0b1f5468e45d5a08f948ff77525d3ff4c44cb68a,https://github.com/apache/commons-dbcp/commit/0b1f5468e45d5a08f948ff77525d3ff4c44cb68a,0,apache-commons-dbcp_0b1f5468e45d5a08f948ff77525d3ff4c44cb68a.json,4,0,1,1,0,fix connect leak manag connect close transact,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/0b1f5468e45d5a08f948ff77525d3ff4c44cb68a
apache-commons-dbcp,aacdf02f8c783ee97bc7278b71c4c7c359c20e99,https://github.com/apache/commons-dbcp/commit/aacdf02f8c783ee97bc7278b71c4c7c359c20e99,0,apache-commons-dbcp_aacdf02f8c783ee97bc7278b71c4c7c359c20e99.json,1,0,0,0,0,fix warn,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/aacdf02f8c783ee97bc7278b71c4c7c359c20e99
apache-commons-dbcp,446cea6dbe7abc06336b6762aae1253830a185a5,https://github.com/apache/commons-dbcp/commit/446cea6dbe7abc06336b6762aae1253830a185a5,0,apache-commons-dbcp_446cea6dbe7abc06336b6762aae1253830a185a5.json,12,0,1,1,0,simplifi creation,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/446cea6dbe7abc06336b6762aae1253830a185a5
apache-commons-dbcp,9ee9056bac283a3934a79894a1a2d516b1f7e49f,https://github.com/apache/commons-dbcp/commit/9ee9056bac283a3934a79894a1a2d516b1f7e49f,0,apache-commons-dbcp_9ee9056bac283a3934a79894a1a2d516b1f7e49f.json,3,0,0,1,0,first pas fix expo via creat hierarchi,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/9ee9056bac283a3934a79894a1a2d516b1f7e49f
apache-commons-dbcp,de402c6db51add3ffabf6fd55fd06b568c18dbdd,https://github.com/apache/commons-dbcp/commit/de402c6db51add3ffabf6fd55fd06b568c18dbdd,0,apache-commons-dbcp_de402c6db51add3ffabf6fd55fd06b568c18dbdd.json,5,0,0,1,0,fix add two new option,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/de402c6db51add3ffabf6fd55fd06b568c18dbdd
apache-commons-dbcp,6f80a93eaa51917c14796c96f6a184bb45505e1a,https://github.com/apache/commons-dbcp/commit/6f80a93eaa51917c14796c96f6a184bb45505e1a,0,apache-commons-dbcp_6f80a93eaa51917c14796c96f6a184bb45505e1a.json,3,0,0,0,0,minor fix,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/6f80a93eaa51917c14796c96f6a184bb45505e1a
apache-commons-dbcp,9ae844dbf476eba54ac52d9842cba0505c4c6666,https://github.com/apache/commons-dbcp/commit/9ae844dbf476eba54ac52d9842cba0505c4c6666,0,apache-commons-dbcp_9ae844dbf476eba54ac52d9842cba0505c4c6666.json,4,0,1,1,0,ad null check prior chang generat,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/9ae844dbf476eba54ac52d9842cba0505c4c6666
apache-commons-dbcp,12f80ff3ac3d7d5b2dccf4f3ec4f9c93ec21c37d,https://github.com/apache/commons-dbcp/commit/12f80ff3ac3d7d5b2dccf4f3ec4f9c93ec21c37d,0,apache-commons-dbcp_12f80ff3ac3d7d5b2dccf4f3ec4f9c93ec21c37d.json,1,0,0,0,0,format nit,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/12f80ff3ac3d7d5b2dccf4f3ec4f9c93ec21c37d
apache-commons-dbcp,f9bcaff0691550f9e1f938da528ebaae661a7117,https://github.com/apache/commons-dbcp/commit/f9bcaff0691550f9e1f938da528ebaae661a7117,0,apache-commons-dbcp_f9bcaff0691550f9e1f938da528ebaae661a7117.json,1,0,0,1,0,fix eclip warn password could null,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/f9bcaff0691550f9e1f938da528ebaae661a7117
apache-commons-dbcp,8408716a7f2909eab4618ac2ab6e9a1565a993d0,https://github.com/apache/commons-dbcp/commit/8408716a7f2909eab4618ac2ab6e9a1565a993d0,0,apache-commons-dbcp_8408716a7f2909eab4618ac2ab6e9a1565a993d0.json,3,0,1,1,0,fix use pas chang relat handl abandon connect under pool pool configur may updat dynam,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/8408716a7f2909eab4618ac2ab6e9a1565a993d0
apache-commons-dbcp,feda709428bd80738384d14c7b3488b505601d25,https://github.com/apache/commons-dbcp/commit/feda709428bd80738384d14c7b3488b505601d25,0,apache-commons-dbcp_feda709428bd80738384d14c7b3488b505601d25.json,6,0,0,1,0,fix expo new pool properti enabl sophist evict strategi use,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/feda709428bd80738384d14c7b3488b505601d25
apache-commons-dbcp,1886e00dc914bb2f7d64afac59bcde0fefdc8387,https://github.com/apache/commons-dbcp/commit/1886e00dc914bb2f7d64afac59bcde0fefdc8387,0,apache-commons-dbcp_1886e00dc914bb2f7d64afac59bcde0fefdc8387.json,1,0,0,1,0,keep happi,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/1886e00dc914bb2f7d64afac59bcde0fefdc8387
apache-commons-dbcp,63a2276b8022d9f1bb3de765a16e3d589bfc7b73,https://github.com/apache/commons-dbcp/commit/63a2276b8022d9f1bb3de765a16e3d589bfc7b73,0,apache-commons-dbcp_63a2276b8022d9f1bb3de765a16e3d589bfc7b73.json,2,0,0,1,0,small perform tweak improv visibl,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/63a2276b8022d9f1bb3de765a16e3d589bfc7b73
apache-commons-dbcp,aeb892d0a27c414a2d35d3d937654b24f31f9ffb,https://github.com/apache/commons-dbcp/commit/aeb892d0a27c414a2d35d3d937654b24f31f9ffb,0,apache-commons-dbcp_aeb892d0a27c414a2d35d3d937654b24f31f9ffb.json,4,0,1,1,0,ad check constructor make sure connect factori pool link,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/aeb892d0a27c414a2d35d3d937654b24f31f9ffb
apache-commons-dbcp,ef1f039ceab31bb7002454bce07f8fab17b8dff6,https://github.com/apache/commons-dbcp/commit/ef1f039ceab31bb7002454bce07f8fab17b8dff6,0,apache-commons-dbcp_ef1f039ceab31bb7002454bce07f8fab17b8dff6.json,5,0,1,1,0,made sure set null suppress registr connect statement pool also ad registr statement pool null,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/ef1f039ceab31bb7002454bce07f8fab17b8dff6
apache-commons-dbcp,ddf17a1b225773c1385be2d264eb5627876deed5,https://github.com/apache/commons-dbcp/commit/ddf17a1b225773c1385be2d264eb5627876deed5,0,apache-commons-dbcp_ddf17a1b225773c1385be2d264eb5627876deed5.json,1,0,0,1,0,fix problem identifi perform test valid queri,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/ddf17a1b225773c1385be2d264eb5627876deed5
apache-commons-dbcp,7588097aee3950e0fe6df3b62ecbdd572dd057f9,https://github.com/apache/commons-dbcp/commit/7588097aee3950e0fe6df3b62ecbdd572dd057f9,0,apache-commons-dbcp_7588097aee3950e0fe6df3b62ecbdd572dd057f9.json,1,0,0,0,0,complet clarifi differ set,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/7588097aee3950e0fe6df3b62ecbdd572dd057f9
apache-commons-dbcp,8191d10c39079dedcc75a63b222026e211619b1b,https://github.com/apache/commons-dbcp/commit/8191d10c39079dedcc75a63b222026e211619b1b,0,apache-commons-dbcp_8191d10c39079dedcc75a63b222026e211619b1b.json,2,0,0,1,0,fix proper check equal resum may result patch,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/8191d10c39079dedcc75a63b222026e211619b1b
apache-commons-dbcp,a9ab11f616f298ac1dc9f1e065369eee598d4416,https://github.com/apache/commons-dbcp/commit/a9ab11f616f298ac1dc9f1e065369eee598d4416,0,apache-commons-dbcp_a9ab11f616f298ac1dc9f1e065369eee598d4416.json,1,0,0,1,0,need nest,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/a9ab11f616f298ac1dc9f1e065369eee598d4416
apache-commons-dbcp,712a207bfc7ea809c112fa22c44481332a8a822d,https://github.com/apache/commons-dbcp/commit/712a207bfc7ea809c112fa22c44481332a8a822d,0,apache-commons-dbcp_712a207bfc7ea809c112fa22c44481332a8a822d.json,1,0,0,1,0,need set null declar,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/712a207bfc7ea809c112fa22c44481332a8a822d
apache-commons-dbcp,8c3bd14cc6ffcd2992b2daf494fb8244adfcd296,https://github.com/apache/commons-dbcp/commit/8c3bd14cc6ffcd2992b2daf494fb8244adfcd296,0,apache-commons-dbcp_8c3bd14cc6ffcd2992b2daf494fb8244adfcd296.json,1,0,0,0,0,typo,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-dbcp/commit/8c3bd14cc6ffcd2992b2daf494fb8244adfcd296
apache-commons-io,9e2b2c09732ca596331f7ca34ba4e0f03d70093d,https://github.com/apache/commons-io/commit/9e2b2c09732ca596331f7ca34ba4e0f03d70093d,0,apache-commons-io_9e2b2c09732ca596331f7ca34ba4e0f03d70093d.json,7,0,1,0,0,fix file incorrect line end,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-io/commit/9e2b2c09732ca596331f7ca34ba4e0f03d70093d
apache-commons-io,d4e1ad171208fc1a63de63b4a7e4c08e43edc41a,https://github.com/apache/commons-io/commit/d4e1ad171208fc1a63de63b4a7e4c08e43edc41a,0,apache-commons-io_d4e1ad171208fc1a63de63b4a7e4c08e43edc41a.json,3,0,0,1,0,extract duplic logic method,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-io/commit/d4e1ad171208fc1a63de63b4a7e4c08e43edc41a
apache-commons-io,b793c1946012f6f0a8e83a364967722a931a4a75,https://github.com/apache/commons-io/commit/b793c1946012f6f0a8e83a364967722a931a4a75,0,apache-commons-io_b793c1946012f6f0a8e83a364967722a931a4a75.json,1,0,0,0,0,style le loud space,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-io/commit/b793c1946012f6f0a8e83a364967722a931a4a75
